Date,btc_open,btc_close,btc_high,btc_low,btc_volume,btc_amount,eth_open,eth_close,eth_high,eth_low,eth_volume,eth_amount,xrp_open,xrp_close,xrp_high,xrp_low,xrp_volume,xrp_amount,open,high,low,close,adj close,volume,usdcny,rbtc,reth,rxrp,rspy,rusdcny,vol_btc,btc_hh14,btc_ll14,btc_hh/ll14,btc_grr14,vol_eth,eth_hh14,eth_ll14,eth_hh/ll14,eth_grr14,vol_xrp,xrp_hh14,xrp_ll14,xrp_hh/ll14,xrp_grr14,vol_spy,rspy_lag1,rspy_lag2,rspy_lag3,rusdcny_lag1,rusdcny_lag2,rusdcny_lag3,rbtc_lag1,rbtc_lag2,rbtc_lag3,reth_lag1,reth_lag2,reth_lag3,rxrp_lag1,rxrp_lag2,rxrp_lag3
2019-03-22,3987.1,4005.0,4018.8,3979.0,184.9114068443379,739028.2808294514,136.02,137.13,138.11,135.54,1368.704778088325,187224.28368453175,0.31023,0.30939,0.3129,0.30837,8077.55744174,2508.352016073224,2844.52001953125,2846.159912109375,2800.469970703125,2800.7099609375,2800.7099609375,4237200000,6.712794195717572,0.0044894785683831095,0.007493938726030214,-0.002707668504013161,-0.018974501239482744,0.00315739923142333,0.26079100076671646,4024.0,3861.2,1.0421630581166477,0.9603005559181753,0.457896985957079,140.85,131.66,1.0698010025824092,0.9051136416198106,23.26001190811302,0.31868,0.30822,1.03393679839076,0.9653918238981001,0.09805620497861535,-0.000839020658475631,0.007182725862306283,-0.0046443248906916645,-9.72643202420409e-05,0.00041185020089451463,0.0014870708344227879,-0.016754057428214675,0.021813657025318012,0.0009940851931009576,-0.024283526580616832,0.03916292974588931,-0.009134062140391142,-0.025016968874236434,0.02768108735289254,-0.012903225806451646
2019-03-25,3922.2,3937.9,3948.0,3893.1,277.08229072,1086625.184058102,133.67,133.8,134.68,132.0,5687.80887294,759413.1848741419,0.30168,0.30165,0.30548,0.29279,87336.9231861,26062.015658021,2796.010009765625,2809.7900390625,2785.02001953125,2798.360107421875,2798.360107421875,3376580000,6.7121412803532,-0.016754057428214675,-0.024283526580616832,-0.025016968874236434,-0.000839020658475631,-9.72643202420409e-05,0.256881700819748,4024.0,3864.7,1.0412192408207623,0.9701192416581055,0.4007084004622443,140.85,131.66,1.0698010025824092,0.9297561509201038,23.260098686375542,0.31868,0.30165,1.0564561577987737,0.9927311373686594,0.098467083940713,0.007182725862306283,-0.0046443248906916645,0.003589481529391092,0.00041185020089451463,0.0014870708344227879,0.0020568753006804386,0.021813657025318012,0.0009940851931009576,0.017652316401012724,0.03916292974588931,-0.009134062140391142,0.038905422080278695,0.02768108735289254,-0.012903225806451646,0.0063725490196078205
2019-03-26,3937.9,4023.8,4033.3,3923.4,394.305160426641,1577495.0705631487,133.8,139.04,139.63,133.41,4509.9422386763,618198.3427903983,0.3,0.31,0.31121,0.29294,62692.08609698,18994.97079068434,2812.659912109375,2829.8701171875,2803.989990234375,2818.4599609375,2818.4599609375,3266050000,6.7149056770879465,0.021813657025318012,0.03916292974588931,0.02768108735289254,0.007182725862306283,0.00041185020089451463,0.2623366798972897,4024.0,3864.7,1.0412192408207623,0.9810484337887787,0.41064627439898943,140.85,131.66,1.0698010025824092,0.9557780427857638,23.259992521924957,0.31868,0.30165,1.0564561577987737,0.9991253380315877,0.10613810580349542,-0.0046443248906916645,0.003589481529391092,0.0067342800173637585,0.0014870708344227879,0.0020568753006804386,-0.004128386245855764,0.0009940851931009576,0.017652316401012724,0.002244504623191812,-0.009134062140391142,0.038905422080278695,-0.006427723048976319,-0.012903225806451646,0.0063725490196078205,0.008994966715375918
2019-03-27,4018.1,4027.8,6950.0,4000.0,232.985960548783,944827.0163812784,139.1,137.77,139.1,137.25,2541.67402028,350708.9338364603,0.30799,0.306,0.30925,0.30399,43911.02283642,13425.42047227217,2819.719970703125,2825.56005859375,2787.719970703125,2805.3701171875,2805.3701171875,3372930000,6.7248912174762445,0.0009940851931009576,-0.009134062140391142,-0.012903225806451646,-0.0046443248906916645,0.0014870708344227879,2.7055039101978333,4027.8,3866.8,1.0416364952932657,0.9874737749049304,0.3890641214585964,140.85,131.66,1.0698010025824092,0.9693478554551395,23.259833516645838,0.31868,0.30165,1.0564561577987737,1.0015783354687988,0.11117057119262648,0.003589481529391092,0.0067342800173637585,0.011568600124275408,0.0020568753006804386,-0.004128386245855764,8.340566396358717e-05,0.017652316401012724,0.002244504623191812,0.18030232954407133,0.038905422080278695,-0.006427723048976319,0.14478588003656556,0.0063725490196078205,0.008994966715375918,0.1264160659114315
2019-03-28,4027.8,4098.9,4123.4,4022.7,308.83198029,1257654.659811962,137.95,143.13,143.32,137.67,5375.33809624,752327.9541659869,0.30767,0.30795,0.31017,0.304,156334.39686953,48024.41160191541,2809.39990234375,2819.7099609375,2798.77001953125,2815.43994140625,2815.43994140625,3158170000,6.738723480121235,0.017652316401012724,0.038905422080278695,0.0063725490196078205,0.003589481529391092,0.0020568753006804386,2.7060937009225805,4098.9,3866.8,1.0600237922830247,1.0062263987413382,0.3853567692615423,143.13,131.66,1.0871183351055749,0.9917705702308659,23.259723740416046,0.31868,0.30165,1.0564561577987737,1.0032919600238714,0.1137644631573526,0.0067342800173637585,0.011568600124275408,1.745570720723677e-05,-0.004128386245855764,8.340566396358717e-05,0.0012852833083902837,0.002244504623191812,0.18030232954407133,0.015447120937138958,-0.006427723048976319,0.14478588003656556,-0.01959459459459456,0.008994966715375918,0.1264160659114315,-0.02857142857142847
2019-03-29,4098.2,4108.1,4141.0,4060.2,243.13376335,997480.825613619,143.21,142.21,145.45,140.11,5810.9177527,827203.9487174524,0.30799,0.31072,0.31733,0.30641,198357.51077198,61907.89527993867,2828.27001953125,2836.030029296875,2819.22998046875,2834.39990234375,2834.39990234375,3740700000,6.710903426791277,0.002244504623191812,-0.006427723048976319,0.008994966715375918,0.0067342800173637585,-0.004128386245855764,2.704881773844826,4108.1,3866.8,1.062403020585497,1.0096496653466462,0.35986090197969123,143.13,131.66,1.0871183351055749,0.9985946657098433,23.259929445565348,0.31868,0.30165,1.0564561577987737,1.0050114583918388,0.1163279065129618,0.011568600124275408,1.745570720723677e-05,0.002148376881724312,8.340566396358717e-05,0.0012852833083902837,-0.0017333814485801513,0.18030232954407133,0.015447120937138958,-0.00586956963259333,0.14478588003656556,-0.01959459459459456,-0.015161957270847792,0.1264160659114315,-0.02857142857142847,-0.026411764705882468
2019-04-01,4135.9,4848.8,4881.8,4131.8,1382.90771306,6405181.639509493,141.09,162.8,165.0,140.49,17208.815400891148,2600082.816547003,0.31199,0.35,0.35683,0.31072,463314.99884667,153288.80216387683,2848.6298828125,2869.39990234375,2848.6298828125,2867.18994140625,2867.18994140625,3500760000,6.711463154147384,0.18030232954407133,0.14478588003656556,0.1264160659114315,0.011568600124275408,8.340566396358717e-05,2.7291606401872395,4848.8,3878.7,1.2501095727950087,1.174427751288284,0.4971821337140859,162.8,132.2,1.2314674735249624,1.1286949006687315,23.262494643620524,0.35,0.30165,1.1602850986242335,1.0979200146428334,0.12122115910923134,1.745570720723677e-05,0.002148376881724312,0.0020846350796801527,0.0012852833083902837,-0.0017333814485801513,0.001209143824261627,0.015447120937138958,-0.00586956963259333,0.02157391517528784,-0.01959459459459456,-0.015161957270847792,0.04828551434569639,-0.02857142857142847,-0.026411764705882468,0.08896743399190399
2019-04-02,4848.8,4923.7,5300.0,4795.2,1760.67475021,8773195.426523164,162.99,159.61,178.72,151.31,41193.51457411,6890579.338719754,0.34943,0.34,0.4,0.33674,1738721.63137387,616054.2351591443,2868.239990234375,2872.89990234375,2858.75,2867.239990234375,2867.239990234375,3246900000,6.720089285714286,0.015447120937138958,-0.01959459459459456,-0.02857142857142847,1.745570720723677e-05,0.0012852833083902837,2.7592180314932295,4923.7,3922.3,1.2553093847997348,1.165555614797592,0.7689639514947793,162.8,133.8,1.2167414050822123,1.1138153191273563,23.27396733079313,0.35,0.30165,1.1602850986242335,1.0921176213119814,0.11667920605308124,0.002148376881724312,0.0020846350796801527,0.004636432770241061,-0.0017333814485801513,0.001209143824261627,0.00013212273415885711,-0.00586956963259333,0.02157391517528784,0.010059195264378928,-0.015161957270847792,0.04828551434569639,0.0029736618521665203,-0.026411764705882468,0.08896743399190399,-0.024135156878519637
2019-04-03,4923.7,4894.8,5040.3,4800.0,816.2821732,4035059.074478834,159.89,157.19,164.3,152.81,10605.57975477,1691224.6356487966,0.34,0.33102,0.34736,0.32301,553071.22659669,187475.6519099575,2876.090087890625,2885.25,2865.169921875,2873.39990234375,2873.39990234375,3550240000,6.708440807613626,-0.00586956963259333,-0.015161957270847792,-0.026411764705882468,0.002148376881724312,-0.0017333814485801513,2.7612227763235175,4923.7,3937.9,1.250336473755047,1.1445652098648473,0.7892064663235218,162.8,133.8,1.2167414050822123,1.1013088238204058,0.9265832821022079,0.35,0.30165,1.1602850986242335,1.0833388057627054,0.11423413902587085,0.0020846350796801527,0.004636432770241061,0.0010474599539205265,0.001209143824261627,0.00013212273415885711,0.00022070861967438127,0.02157391517528784,0.010059195264378928,0.018373690775536078,0.04828551434569639,0.0029736618521665203,0.05596902039087559,0.08896743399190399,-0.024135156878519637,-0.007590186769764307
2019-04-04,4899.5,5000.4,5032.2,4875.5,283.97757203,1411077.732452176,157.21,164.78,168.31,156.05,3515.48021708,572286.2739989915,0.33102,0.36047,0.38304,0.33033,333846.84102814,121536.29954487066,2873.989990234375,2881.280029296875,2867.139892578125,2879.389892578125,2879.389892578125,3015180000,6.716552277386577,0.02157391517528784,0.04828551434569639,0.08896743399190399,0.0020846350796801527,0.001209143824261627,2.7624326796774574,5000.4,3937.9,1.2698138601792832,1.1458292546746434,0.8188924118869554,164.78,133.8,1.231539611360239,1.1031675787459077,1.0463849263619516,0.36047,0.30165,1.194994198574507,1.1043129940664749,0.10919530429948582,0.004636432770241061,0.0010474599539205265,-0.006067494393846573,0.00013212273415885711,0.00022070861967438127,-0.0010728171591060098,0.010059195264378928,0.018373690775536078,0.031534947020511295,0.0029736618521665203,0.05596902039087559,0.014611505844602135,-0.024135156878519637,-0.007590186769764307,0.014494414207963269
2019-04-05,5000.0,5050.7,5199.0,4935.3,376.90757035,1895430.843099321,164.96,165.27,172.43,160.0,5999.6911578,991236.9391893882,0.3599,0.35177,0.36199,0.34408,182851.28293356,64755.17030039709,2884.159912109375,2893.239990234375,2882.989990234375,2892.739990234375,2892.739990234375,3146820000,6.717439686637586,0.010059195264378928,0.0029736618521665203,-0.024135156878519637,0.004636432770241061,0.00013212273415885711,2.7685895170005583,5050.7,3937.9,1.2825871657482413,1.1403746063310403,0.8581566967319368,165.27,133.8,1.235201793721973,1.0948612731732625,1.0594847562844136,0.36047,0.30165,1.194994198574507,1.093085549243033,0.10067227915204299,0.0010474599539205265,-0.006067494393846573,0.0034778715639784963,0.00022070861967438127,-0.0010728171591060098,0.0007473647022888663,0.018373690775536078,0.031534947020511295,-0.0546016548240571,0.05596902039087559,0.014611505844602135,-0.07392556616027557,-0.007590186769764307,0.014494414207963269,-0.07507906031172351
2019-04-08,5241.0,5143.5,5241.0,5080.9,533.91069255,2751033.295967874,178.84,174.52,178.84,171.99,8663.29596328,1514977.859283068,0.35556,0.3491,0.35556,0.3422,443723.20773067,155209.86005582058,2888.4599609375,2895.949951171875,2880.780029296875,2895.77001953125,2895.77001953125,3054030000,6.71892228347857,0.018373690775536078,0.05596902039087559,-0.007590186769764307,0.0010474599539205265,0.00022070861967438127,2.7745431007967296,5143.5,3937.9,1.3061530257243708,1.1429491000088792,0.9538301871857351,174.52,133.8,1.3043348281016443,1.1392232052055236,1.0482364627627843,0.36047,0.30165,1.194994198574507,1.0820841034293427,0.09754253363911661,-0.006067494393846573,0.0034778715639784963,3.8123067008344336e-05,-0.0010728171591060098,0.0007473647022888663,0.00019497078316343952,0.031534947020511295,-0.0546016548240571,0.006897926634768847,0.014611505844602135,-0.07392556616027557,-0.0034150506159288385,0.014494414207963269,-0.07507906031172351,-0.00833409652898598
2019-04-09,5143.5,5305.7,5400.0,5130.9,484.59675085,2545518.965912749,174.3,177.07,183.22,170.29,6695.5919332,1195624.1612204658,0.34741,0.35416,0.35894,0.34656,498964.95278189,177154.77774299937,2886.580078125,2886.8798828125,2873.330078125,2878.199951171875,2878.199951171875,3007980000,6.711714108362154,0.031534947020511295,0.014611505844602135,0.014494414207963269,-0.006067494393846573,-0.0010728171591060098,2.7783308030768947,5305.7,3937.9,1.3473424921912693,1.1576417274239703,0.9804431098560498,177.07,133.8,1.3233931240657697,1.1378670456985545,1.035533541608804,0.36047,0.30165,1.194994198574507,1.0713019008646596,0.09071765359797729,0.0034778715639784963,3.8123067008344336e-05,0.006609324208602496,0.0007473647022888663,0.00019497078316343952,-0.0015242702831618216,-0.0546016548240571,0.006897926634768847,-0.0017621668712629601,-0.07392556616027557,-0.0034150506159288385,-0.0019581446579365336,-0.07507906031172351,-0.00833409652898598,-0.00015392193079666328
2019-04-10,5307.6,5016.0,5332.4,4926.4,466.73618209,2370637.204087437,177.15,163.98,177.46,158.74,5233.40518009,869628.8079806939,0.35416,0.32757,0.35701,0.32,306415.503438,102372.04503568956,2881.3701171875,2889.7099609375,2879.1298828125,2888.2099609375,2888.2099609375,3062380000,6.716730206578598,-0.0546016548240571,-0.07392556616027557,-0.07507906031172351,0.0034778715639784963,0.0007473647022888663,0.7146488086246432,5305.7,3937.9,1.3473424921912693,1.136473193740335,1.0351512115750872,177.07,133.8,1.3233931240657697,1.1204172576292726,1.079051393403044,0.36047,0.30165,1.194994198574507,1.0607324523971762,0.0787943818854436,3.8123067008344336e-05,0.006609324208602496,-0.0006293691084816588,0.00019497078316343952,-0.0015242702831618216,-0.00024164882524824183,0.006897926634768847,-0.0017621668712629601,0.026241148818850757,-0.0034150506159288385,-0.0019581446579365336,0.014040465971796312,-0.00833409652898598,-0.00015392193079666328,-0.003941008035961757
2019-04-11,5018.0,5050.6,5075.0,4873.8,247.7584872,1240250.485928189,164.14,163.42,166.19,158.16,3280.61626253,534723.7483081862,0.3266,0.32484,0.32892,0.3137,114371.80809,36799.36921662137,2891.919921875,2893.419921875,2881.989990234375,2888.320068359375,2888.320068359375,2938540000,6.7180397727272725,0.006897926634768847,-0.0034150506159288385,-0.00833409652898598,3.8123067008344336e-05,0.00019497078316343952,0.7296204233657813,5305.7,3937.9,1.3473424921912693,1.1159542589478348,1.0476405139247174,177.07,133.8,1.3233931240657697,1.1034945892119563,1.0931610748029708,0.36047,0.30165,1.194994198574507,1.050010195122154,0.07532117646411933,0.006609324208602496,-0.0006293691084816588,0.0005093580038946222,-0.0015242702831618216,-0.00024164882524824183,0.0004306554137747387,-0.0017621668712629601,0.026241148818850757,0.00498647081561665,-0.0019581446579365336,0.014040465971796312,0.0027208416470161367,-0.00015392193079666328,-0.003941008035961757,0.03193100676949712
2019-04-12,5051.6,5041.7,5091.6,5005.5,167.25650395,845740.493667692,163.31,163.1,165.31,160.93,1801.93402676,294373.3891886665,0.32254,0.32479,0.33698,0.31869,78291.54433892,25622.062851421848,2900.860107421875,2910.5400390625,2898.3701171875,2907.409912109375,2907.409912109375,3688490000,6.707799664340605,-0.0017621668712629601,-0.0019581446579365336,-0.00015392193079666328,0.006609324208602496,-0.0015242702831618216,0.7288099984762136,5305.7,4023.8,1.3185794522590586,1.0744993334319828,1.0439209408745644,177.07,137.77,1.2852580387602524,1.0581177508273445,1.1062622927655352,0.36047,0.306,1.1780065359477125,1.0272469224633618,0.07287215109700618,-0.0006293691084816588,0.0005093580038946222,-0.0022738117853239315,-0.00024164882524824183,0.0004306554137747387,-0.0029697469844813806,0.026241148818850757,0.00498647081561665,0.011596599869225788,0.014040465971796312,0.0027208416470161367,0.04395803183791602,-0.003941008035961757,0.03193100676949712,0.004942487419122843
2019-04-15,5027.4,5174.0,5192.3,5004.7,227.82812204,1162339.055806993,160.02,165.39,166.61,159.54,3138.06647771,512489.1785348474,0.31851,0.32351,0.32457,0.31563,54577.94039645,17495.858019290772,2908.320068359375,2909.60009765625,2896.47998046875,2905.580078125,2905.580078125,3088330000,6.706178732431717,0.026241148818850757,0.014040465971796312,-0.003941008035961757,-0.0006293691084816588,-0.00024164882524824183,0.6369967801753631,5305.7,4027.8,1.3172699736829037,1.0564571402893177,0.9871840932542514,177.07,137.77,1.2852580387602524,1.0448791411902276,1.0552489386180095,0.36047,0.306,1.1780065359477125,1.0195280369285478,0.06565356309839293,0.0005093580038946222,-0.0022738117853239315,0.0015790922795098083,0.0004306554137747387,-0.0029697469844813806,0.0025533419759946607,0.00498647081561665,0.011596599869225788,9.505522708685987e-05,0.0027208416470161367,0.04395803183791602,-0.001963842199503296,0.03193100676949712,0.004942487419122843,-0.014754538138245565
