Date,btc_open,btc_close,btc_high,btc_low,btc_volume,btc_amount,eth_open,eth_close,eth_high,eth_low,eth_volume,eth_amount,xrp_open,xrp_close,xrp_high,xrp_low,xrp_volume,xrp_amount,open,high,low,close,adj close,volume,usdcny,rbtc,reth,rxrp,rspy,rusdcny,vol_btc,btc_hh14,btc_ll14,btc_hh/ll14,btc_grr14,vol_eth,eth_hh14,eth_ll14,eth_hh/ll14,eth_grr14,vol_xrp,xrp_hh14,xrp_ll14,xrp_hh/ll14,xrp_grr14,vol_spy,rspy_lag1,rspy_lag2,rspy_lag3,rusdcny_lag1,rusdcny_lag2,rusdcny_lag3,rbtc_lag1,rbtc_lag2,rbtc_lag3,reth_lag1,reth_lag2,reth_lag3,rxrp_lag1,rxrp_lag2,rxrp_lag3
2019-03-08,3863.5,3942.3,3966.6,3856.2,107.4417884852772,420818.7299410212,133.46,137.33,138.56,132.99,1177.717663729706,160976.26284619173,0.30684,0.31224,0.31788,0.30684,8609.92592721,2689.1985644594074,2730.7900390625,2744.1298828125,2722.27001953125,2743.070068359375,2743.070068359375,3423130000,6.72348957405097,0.02007917820270655,0.027996107493075906,0.013042631886315048,-0.0021316888487414865,0.002095302810405597,0.5315836368597564,4112.900968,3810.2960346,1.0794176963291429,0.910702537459259,0.9858401709378193,157.7,132.3,1.1919879062736203,0.8199534937222893,0.5965683995355678,0.333277,0.308111,1.0816783561768322,0.9275836126623592,0.11057653464177773,0.014666041867757107,0.0029533182046204143,0.006949583813841809,0.00017306106925563114,-0.002340585082929336,-0.00016945054401173998,-0.01519417598863615,-0.004018133113538047,0.0030774800868935692,-0.028107478336852898,-0.013561099872630544,0.004101473492328589,-0.001281065846784557,0.0034633145202667137,-0.008468618177169818
2019-03-11,3872.2,3882.4,3909.2,3815.1,154.3151208134484,598238.3824215124,132.6,133.47,135.15,128.29,3185.476852017941,423071.8550838801,0.30851,0.31184,0.32155,0.30477,29682.705729347,9251.51603423794,2747.610107421875,2784.0,2747.610107421875,2783.300048828125,2783.300048828125,3749030000,6.7246531483457845,-0.01519417598863615,-0.028107478336852898,-0.001281065846784557,0.014666041867757107,0.00017306106925563114,0.3575587127373133,4112.900968,3810.2960346,1.0794176963291429,0.9155951655963053,0.6798329651247814,157.7,132.3,1.1919879062736203,0.8309701990722467,0.5599402871769015,0.333277,0.308111,1.0816783561768322,0.9379263028709959,0.11025490507894663,0.0029533182046204143,0.006949583813841809,-0.0008680223820187738,-0.002340585082929336,-0.00016945054401173998,0.002899282432730077,-0.004018133113538047,0.0030774800868935692,0.01124087967618026,-0.013561099872630544,0.004101473492328589,0.03245083207261734,0.0034633145202667137,-0.008468618177169818,0.01327875721146099
2019-03-12,3885.8,3866.8,3896.8,3840.7,158.2304480907016,612369.7367238916,133.43,131.66,133.57,130.7,3668.897946485489,484441.13208440726,0.31191,0.31292,0.325,0.30717,28646.42590317,9041.001287411767,2787.340087890625,2798.320068359375,2786.72998046875,2791.52001953125,2791.52001953125,3414230000,6.708913525498892,-0.004018133113538047,-0.013561099872630544,0.0034633145202667137,0.0029533182046204143,-0.002340585082929336,0.32136481373417003,4112.900968,3810.2960346,1.0794176963291429,0.9205406476706754,0.5821901519601463,157.7,131.66,1.1977821661856296,0.844221241290455,0.5534892580669832,0.333277,0.308111,1.0816783561768322,0.9485022387583482,0.10994730027199782,0.006949583813841809,-0.0008680223820187738,0.00498490290027398,-0.00016945054401173998,0.002899282432730077,-0.0019646517841560573,0.0030774800868935692,0.01124087967618026,0.020319710374015143,0.004101473492328589,0.03245083207261734,0.031943732141548775,-0.008468618177169818,0.01327875721146099,0.013645472184229845
2019-03-13,3863.2,3878.7,3920.0,3815.7,127.6455999858406,493856.2254351824,131.59,132.2,134.91,129.74,3426.269885649975,452971.62859208015,0.31439,0.31027,0.31657,0.30632,18983.97031554,5899.23968451644,2799.780029296875,2821.239990234375,2799.780029296875,2810.919921875,2810.919921875,3766150000,6.707776696452269,0.0030774800868935692,0.004101473492328589,-0.008468618177169818,0.006949583813841809,-0.00016945054401173998,0.3184207918939941,4112.900968,3810.2960346,1.0794176963291429,0.925539844786934,0.5759360833588024,157.7,131.66,1.1977821661856296,0.8536384436684737,0.5516642987951415,0.333277,0.308111,1.0816783561768322,0.9593194004517729,0.1108422855790578,-0.0008680223820187738,0.00498490290027398,0.0037059469012648005,0.002899282432730077,-0.0019646517841560573,-0.00014796223574797818,0.01124087967618026,0.020319710374015143,0.0027236381809094823,0.03245083207261734,0.031943732141548775,-0.016258430954916525,0.01327875721146099,0.013645472184229845,-0.0126145349566964
2019-03-14,3878.7,3922.3,3935.0,3874.5,141.8983009253773,553665.9902026098,132.22,136.49,137.51,132.12,2891.44694678304,388675.0728712067,0.31188,0.31439,0.31893,0.30999,32637.95105614,10208.9723660098,2810.3798828125,2815.0,2803.4599609375,2808.47998046875,2808.47998046875,3469730000,6.727224435590969,0.01124087967618026,0.03245083207261734,0.01327875721146099,-0.0008680223820187738,0.002899282432730077,0.31448537286537115,3942.3,3810.2960346,1.0346440182603445,0.8967032959086679,0.5738377178471926,137.33,131.66,1.0430654716694518,0.7614101119510371,0.5059754712605632,0.32036,0.308111,1.0397551531753166,0.9287308329796772,0.11044188420144853,0.00498490290027398,0.0037059469012648005,-0.0001305615560248663,-0.0019646517841560573,-0.00014796223574797818,-0.00012350913809522357,0.020319710374015143,0.0027236381809094823,0.002766079393954568,0.031943732141548775,-0.016258430954916525,7.217090069278065e-05,0.013645472184229845,-0.0126145349566964,0.006356066865823351
2019-03-15,3923.6,4002.0,4050.0,3919.3,137.3083395278006,548742.936260996,136.56,140.85,144.24,136.51,2443.541596632935,344299.245101131,0.31427,0.31868,0.32235,0.31427,46439.469649475,14806.840635376066,2810.7900390625,2830.72998046875,2810.7900390625,2822.47998046875,2822.47998046875,5962730000,6.714007782101167,0.020319710374015143,0.031943732141548775,0.013645472184229845,0.00498490290027398,-0.0019646517841560573,0.3197512602694963,4002.0,3816.1300759,1.0487063911353085,0.9179780888584902,0.5880024386632818,140.85,131.66,1.0698010025824092,0.7992022722407609,0.5040175693379227,0.32036,0.308111,1.0397551531753166,0.9354180696316101,0.10618572705418099,0.0037059469012648005,-0.0001305615560248663,-0.0029443536044478913,-0.00014796223574797818,-0.00012350913809522357,-0.0025738206234207084,0.0027236381809094823,0.002766079393954568,-0.01016401590457261,-0.016258430954916525,7.217090069278065e-05,-0.0272064660460416,-0.0126145349566964,0.006356066865823351,-0.017526684772311008
2019-03-18,3987.1,4012.9,4028.2,3968.7,142.057552892705,567370.9460879992,137.7,138.56,139.32,137.0,1340.011370478645,184825.83439361764,0.31466,0.31466,0.31732,0.31199,11109.80564259,3481.693609858532,2822.610107421875,2835.409912109375,2821.989990234375,2832.93994140625,2832.93994140625,3552190000,6.713014362498899,0.0027236381809094823,-0.016258430954916525,-0.0126145349566964,0.0037059469012648005,-0.00014796223574797818,0.27106535919371666,4012.9,3816.1300759,1.0515626879027684,0.929606674768605,0.5120282673256507,140.85,131.66,1.0698010025824092,0.8183541227469602,0.45573571208157665,0.32036,0.30822,1.0393874505223542,0.9418915198720867,0.08437653189823964,-0.0001305615560248663,-0.0029443536044478913,0.010852481049954399,-0.00012350913809522357,-0.0025738206234207084,-0.00048444991514262625,0.002766079393954568,-0.01016401590457261,0.0010042429263639185,7.217090069278065e-05,-0.0272064660460416,0.009718100890207637,0.006356066865823351,-0.017526684772311008,-0.0028285815306482442
2019-03-19,4014.8,4024.0,4026.8,3982.0,177.9390202157393,713922.0688455603,138.34,138.57,139.17,136.27,4335.050637504245,598168.3696243791,0.31466,0.31666,0.32,0.31027,105631.22261979,33445.67559490009,2840.760009765625,2852.419921875,2823.27001953125,2832.570068359375,2832.570068359375,3620220000,6.712185243880966,0.002766079393954568,7.217090069278065e-05,0.006356066865823351,-0.0001305615560248663,-0.00012350913809522357,0.2651526224146751,4024.0,3821.6,1.0529621101109483,0.9400834956433969,0.4926438343150912,140.85,131.66,1.0698010025824092,0.8384464083009254,0.425462927482873,0.32036,0.30822,1.0393874505223542,0.9487955241335327,0.09068869825399839,-0.0029443536044478913,0.010852481049954399,-0.018974501239482744,-0.0025738206234207084,-0.00048444991514262625,0.00315739923142333,-0.01016401590457261,0.0010042429263639185,0.0044894785683831095,-0.0272064660460416,0.009718100890207637,0.007493938726030214,-0.017526684772311008,-0.0028285815306482442,-0.002707668504013161
2019-03-20,4019.3,3983.1,4063.2,3911.0,365.0832460945292,1461246.255169395,138.57,134.8,139.42,132.23,5267.38120991494,721508.5114905227,0.31666,0.31111,0.3186,0.0028,91280.56973011,26630.467952291478,2831.340087890625,2843.5400390625,2812.429931640625,2824.22998046875,2824.22998046875,3771200000,6.694909283072045,-0.01016401590457261,-0.0272064660460416,-0.017526684772311008,-0.0029443536044478913,-0.0025738206234207084,0.29151801616625356,4024.0,3824.1,1.0522737376114641,0.9489297963446995,0.5082106087737627,140.85,131.66,1.0698010025824092,0.859550141277209,23.26032888919282,0.32036,0.30822,1.0393874505223542,0.9558014875635161,0.09646990129642011,0.010852481049954399,-0.018974501239482744,-0.000839020658475631,-0.00048444991514262625,0.00315739923142333,-9.72643202420409e-05,0.0010042429263639185,0.0044894785683831095,-0.016754057428214675,0.009718100890207637,0.007493938726030214,-0.024283526580616832,-0.0028285815306482442,-0.002707668504013161,-0.025016968874236434
2019-03-21,3981.4,3987.1,4019.2,3969.6,149.0109376163787,594833.2630438771,134.93,136.11,137.29,134.33,2467.399681467345,335486.7730754654,0.30933,0.31023,0.31398,0.30534,43285.58146163,13402.653556464338,2819.719970703125,2860.31005859375,2817.3798828125,2854.8798828125,2854.8798828125,3546800000,6.691665934837973,0.0010042429263639185,0.009718100890207637,-0.0028285815306482442,0.010852481049954399,-0.00048444991514262625,0.2708682833837792,4024.0,3855.0,1.0438391699092089,0.9514217459783934,0.4685541398986094,140.85,131.66,1.0698010025824092,0.8817436681893285,23.260306345360267,0.32036,0.30822,1.0393874505223542,0.9629116855818409,0.09742305708588654,-0.018974501239482744,-0.000839020658475631,0.007182725862306283,0.00315739923142333,-9.72643202420409e-05,0.00041185020089451463,0.0044894785683831095,-0.016754057428214675,0.021813657025318012,0.007493938726030214,-0.024283526580616832,0.03916292974588931,-0.002707668504013161,-0.025016968874236434,0.02768108735289254
