,btc_open,btc_close,btc_high,btc_low,btc_volume,btc_amount,eth_open,eth_close,eth_high,eth_low,eth_volume,eth_amount,xrp_open,xrp_close,xrp_high,xrp_low,xrp_volume,xrp_amount,Open,High,Low,Close,Adj Close,Volume,usdcny
2019-03-06,3862.7,3869.9,3904.9,3845.0,112.4756805825504,436053.3259920178,137.52,136.7,139.87,135.2,2273.682405308786,312066.0263565086,0.31656,0.31228,0.3224,0.31181,17421.71455208,5485.971796216816,2790.27001953125,2790.27001953125,2768.68994140625,2771.449951171875,2771.449951171875,3786600000,6.7100398053958425
2019-03-07,3873.9,3864.7,3932.3,3802.0,123.5932018182245,480176.9521256117,136.7,133.59,139.43,130.88,1891.78849739098,257132.3718371245,0.31228,0.30822,0.31521,0.30514,35761.293409118,11162.929338701215,2766.530029296875,2767.25,2739.090087890625,2748.929931640625,2748.929931640625,3904860000,6.709431283825747
2019-03-08,3863.5,3942.3,3966.6,3856.2,107.4417884852772,420818.7299410212,133.46,137.33,138.56,132.99,1177.717663729706,160976.26284619173,0.30684,0.31224,0.31788,0.30684,8609.92592721,2689.1985644594074,2730.7900390625,2744.1298828125,2722.27001953125,2743.070068359375,2743.070068359375,3423130000,6.72348957405097
2019-03-11,3872.2,3882.4,3909.2,3815.1,154.3151208134484,598238.3824215124,132.6,133.47,135.15,128.29,3185.476852017941,423071.8550838801,0.30851,0.31184,0.32155,0.30477,29682.705729347,9251.51603423794,2747.610107421875,2784.0,2747.610107421875,2783.300048828125,2783.300048828125,3749030000,6.7246531483457845
2019-03-12,3885.8,3866.8,3896.8,3840.7,158.2304480907016,612369.7367238916,133.43,131.66,133.57,130.7,3668.897946485489,484441.13208440726,0.31191,0.31292,0.325,0.30717,28646.42590317,9041.001287411767,2787.340087890625,2798.320068359375,2786.72998046875,2791.52001953125,2791.52001953125,3414230000,6.708913525498892
2019-03-13,3863.2,3878.7,3920.0,3815.7,127.6455999858406,493856.22543518234,131.59,132.2,134.91,129.74,3426.269885649975,452971.62859208015,0.31439,0.31027,0.31657,0.30632,18983.97031554,5899.23968451644,2799.780029296875,2821.239990234375,2799.780029296875,2810.919921875,2810.919921875,3766150000,6.707776696452269
2019-03-14,3878.7,3922.3,3935.0,3874.5,141.8983009253773,553665.9902026098,132.22,136.49,137.51,132.12,2891.44694678304,388675.0728712067,0.31188,0.31439,0.31893,0.30999,32637.95105614,10208.9723660098,2810.3798828125,2815.0,2803.4599609375,2808.47998046875,2808.47998046875,3469730000,6.727224435590969
2019-03-15,3923.6,4002.0,4050.0,3919.3,137.3083395278006,548742.936260996,136.56,140.85,144.24,136.51,2443.541596632935,344299.245101131,0.31427,0.31868,0.32235,0.31427,46439.469649475,14806.840635376066,2810.7900390625,2830.72998046875,2810.7900390625,2822.47998046875,2822.47998046875,5962730000,6.714007782101167
2019-03-18,3987.1,4012.9,4028.2,3968.7,142.057552892705,567370.9460879992,137.7,138.56,139.32,137.0,1340.011370478645,184825.83439361764,0.31466,0.31466,0.31732,0.31199,11109.80564259,3481.693609858532,2822.610107421875,2835.409912109375,2821.989990234375,2832.93994140625,2832.93994140625,3552190000,6.713014362498899
2019-03-19,4014.8,4024.0,4026.8,3982.0,177.9390202157393,713922.0688455603,138.34,138.57,139.17,136.27,4335.050637504245,598168.3696243791,0.31466,0.31666,0.32,0.31027,105631.22261979,33445.67559490009,2840.760009765625,2852.419921875,2823.27001953125,2832.570068359375,2832.570068359375,3620220000,6.712185243880966
2019-03-20,4019.3,3983.1,4063.2,3911.0,365.0832460945292,1461246.255169395,138.57,134.8,139.42,132.23,5267.38120991494,721508.5114905227,0.31666,0.31111,0.3186,0.0028,91280.56973011,26630.467952291474,2831.340087890625,2843.5400390625,2812.429931640625,2824.22998046875,2824.22998046875,3771200000,6.694909283072045
2019-03-21,3981.4,3987.1,4019.2,3969.6,149.0109376163787,594833.2630438771,134.93,136.11,137.29,134.33,2467.399681467345,335486.7730754654,0.30933,0.31023,0.31398,0.30534,43285.58146163,13402.653556464338,2819.719970703125,2860.31005859375,2817.3798828125,2854.8798828125,2854.8798828125,3546800000,6.691665934837973
2019-03-22,3987.1,4005.0,4018.8,3979.0,184.9114068443379,739028.2808294514,136.02,137.13,138.11,135.54,1368.704778088325,187224.28368453178,0.31023,0.30939,0.3129,0.30837,8077.55744174,2508.3520160732237,2844.52001953125,2846.159912109375,2800.469970703125,2800.7099609375,2800.7099609375,4237200000,6.712794195717572
2019-03-25,3922.2,3937.9,3948.0,3893.1,277.08229072,1086625.184058102,133.67,133.8,134.68,132.0,5687.80887294,759413.1848741419,0.30168,0.30165,0.30548,0.29279,87336.9231861,26062.015658021002,2796.010009765625,2809.7900390625,2785.02001953125,2798.360107421875,2798.360107421875,3376580000,6.7121412803532
2019-03-26,3937.9,4023.8,4033.3,3923.4,394.305160426641,1577495.0705631487,133.8,139.04,139.63,133.41,4509.9422386763,618198.3427903983,0.3,0.31,0.31121,0.29294,62692.08609698,18994.97079068434,2812.659912109375,2829.8701171875,2803.989990234375,2818.4599609375,2818.4599609375,3266050000,6.7149056770879465
2019-03-27,4018.1,4027.8,6950.0,4000.0,232.985960548783,944827.0163812783,139.1,137.77,139.1,137.25,2541.67402028,350708.9338364603,0.30799,0.306,0.30925,0.30399,43911.02283642,13425.42047227217,2819.719970703125,2825.56005859375,2787.719970703125,2805.3701171875,2805.3701171875,3372930000,6.7248912174762445
2019-03-28,4027.8,4098.9,4123.4,4022.7,308.83198029,1257654.659811962,137.95,143.13,143.32,137.67,5375.33809624,752327.9541659869,0.30767,0.30795,0.31017,0.304,156334.39686953,48024.41160191541,2809.39990234375,2819.7099609375,2798.77001953125,2815.43994140625,2815.43994140625,3158170000,6.738723480121235
2019-03-29,4098.2,4108.1,4141.0,4060.2,243.13376335,997480.825613619,143.21,142.21,145.45,140.11,5810.9177527,827203.9487174524,0.30799,0.31072,0.31733,0.30641,198357.51077198,61907.89527993867,2828.27001953125,2836.030029296875,2819.22998046875,2834.39990234375,2834.39990234375,3740700000,6.710903426791277
